Issue key,Issue id,Parent id,Epic Name,Epic Link,Labels,Labels,Issue Type,Priority,Summary,Acceptance Criteria,Story Points,Assignee,Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Due Date,Created,Updated,Resolved
EFDDH-850,7822398,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Misc: 223 - BAU Adhoc req process documentation ,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,23/08/2024,11/10/2024,30/08/2024
EFDDH-849,7821111,,,EFDDH-847,,,Story,Highest,Platform:BAU: ENV_DATE testing support in the call today ,,,mahajaa4,Closed,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,,,23/08/2024,30/08/2024,27/08/2024
EFDDH-848,7818049,,RegDHDataBAU,,,,Epic,Low,RegDHDataBAU,,,,Epic in Progress,,,,,,,,,,,,,,,,,,,,22/08/2024,29/11/2024,
EFDDH-847,7818047,,RegDHPlatformBAU,,,,Epic,Low,RegDHPlatformBAU,,,,Backlog,,,,,,,,,,,,,,,,,,,,22/08/2024,30/08/2024,
EFDDH-846,7817591,,,EFDDH-9,,,Story,Low,Platform:CICD : CD to throw a failed message when schema is different or missing ,,5,mahajaa4,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,22/08/2024,29/08/2024,
EFDDH-845,7817589,,,EFDDH-9,,,Story,Low,Platform:CICD : Schema differences between infra tfvars vs table schema,,5,mahajaa4,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,22/08/2024,29/08/2024,
EFDDH-844,7817292,,,,,,Story,Low,Platform: BAU Created DataStage GCS Storage and IAM Binding for Datastage POC,,1,mahajaa4,Story Done,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,,,22/08/2024,22/08/2024,22/08/2024
EFDDH-843,7817402,,,EFDDH-51,,,Story,Low, Nga tapuwae - Data consumption POC place holder,,5,sharmv43,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,08/08/2024,22/08/2024,30/10/2024,22/10/2024
EFDDH-842,7817283,,,,,,Story,Low,Platform BAU: Fixed the Issue with DBCTL for the new role,,1,mahajaa4,Story Done,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,,,22/08/2024,22/08/2024,22/08/2024
EFDDH-841,7817273,,,EFDDH-9,,,Story,Low,Platform: Build: CI/CD Pipeline: Anz-Fin-DataHub-FLAT,,5,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,,,,,,,,22/08/2024,03/10/2024,03/10/2024
EFDDH-840,7816356,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Highest,ARF223:Build: 223 -ENV Dates - design and implementation with DGCP check -shared,,5,geesalan,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,18/07/2024,22/08/2024,16/09/2024,16/09/2024
EFDDH-839,7816352,7812448,,,,,Sub Task,Highest,Apply change infra pipeline for- Case Insensitive comparison of REF data,,,mahajaa4,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,22/08/2024,27/08/2024,27/08/2024
EFDDH-838,7816095,,,EFDDH-3,RegDHGCPRel29Aug,,Bug,Highest,ARF223:Prod-Bugs: 223 - ARBLS_PIVOT- get 5 missing models for DAG REGDH_CNF_ARBLS_CAPIDSAU,,1,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,22/08/2024,30/08/2024,26/08/2024
EFDDH-837,7815825,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Medium,ARF223:Sourcing: 223 - Review Excel on differences in source DGCP vs RSDS and validate for each table daily and history datasets,,5,thirunab,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,22/08/2024,29/08/2024,29/08/2024
EFDDH-836,7812626,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : Less Volume of data in ARBLS_GD_PIVOT for source CLBZZBS,,3,jillelam,Story Done,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,18/07/2024,21/08/2024,23/08/2024,23/08/2024
EFDDH-835,7812539,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : CACHE Dataset access issue ,,5,jillelam,Story Done,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,18/07/2024,21/08/2024,23/08/2024,23/08/2024
EFDDH-834,7812448,,,EFDDH-3,RegDHGCPRel29Aug,,Story,Highest,ARF223:Prod-Bugs: 223 - Prod-bug - Case Insensitive comparison of REF data ,,1,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,21/08/2024,28/08/2024,27/08/2024
EFDDH-833,7811261,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Highest,ARF223:Prod-Bugs: 223 - Prod-bug - No data loaded for ARBLS_SEC_DRV_PIVOT for ETL_ID = 1245,,5,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,21/08/2024,22/08/2024,22/08/2024
EFDDH-832,7807908,,,EFDDH-3,RegDHGCPRel29Aug,,Story,Highest,ARF223:Build: 223 -Sec pivot data issue ,,5,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,18/07/2024,20/08/2024,05/09/2024,05/09/2024
EFDDH-831,7807833,,,EFDDH-37,,,Story,Low,Platform: Build:Ab Initio : Load balancer Setup And DNS,,8,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,20/08/2024,03/09/2024,03/09/2024
EFDDH-830,7803105,,,EFDDH-11,EFDDH-BP-MVPREL1,,Story,Low,Misc:Deployment - Weekly release CRs and process execution ,"As a RL, need to Create MDR  for platform activation and integration of ARF 223 use case and get all approvals/endorsements for Prod release.",,bvineeth,Closed,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,,,,,,,,,18/07/2024,19/08/2024,24/10/2024,24/10/2024
EFDDH-829,7802844,,,EFDDH-3,RegDHGCPRel29Aug,,Story,Low,ARF223:Build: Check PROD low count for ARBLS_VAL_PIVOT,,5,geesalan,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,19/08/2024,30/08/2024,21/08/2024
EFDDH-828,7803070,,,EFDDH-3,RegDHGCPRel29Aug,,Bug,Highest,ARF223:Build: 223 -Incomplete load for ARBLS_PTY_PIVOT  for ETL_ID = 1662,,5,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,19/08/2024,02/09/2024,30/08/2024
EFDDH-827,7803068,,,EFDDH-3,RegDHGCPRel29Aug,,Story,Highest,ARF223:Build: 223 -Records not loaded for APP_PTY_PIVOT for the source app_src_sys_cd_1='RLSAU',,2,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,18/07/2024,19/08/2024,05/09/2024,05/09/2024
EFDDH-826,7803160,,,EFDDH-13,,,Story,Low,Platform:Build: Segregation of Large Config Files in Infra Repo,,3,mahajaa4,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,18/07/2024,19/08/2024,20/08/2024,20/08/2024
EFDDH-825,7798889,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Build: 223 -tfvars for CCY_CNF,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,16/08/2024,11/10/2024,20/08/2024
EFDDH-824,7797793,,,EFDDH-37,RegDHGCPRel29Aug,,Story,Low,ARF223:Sourcing: 223 - PIH access for new tables for consumers from BP team,,5,thirunab,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,16/08/2024,27/08/2024,26/08/2024
EFDDH-823,7797662,,,,,,Story,Low,Platform: Build:Fundamental changes for Infra Repository,,3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,16/08/2024,21/08/2024,20/08/2024
EFDDH-822,7797661,,,EFDDH-3,RegDHGCPRel29Aug,,Story,Low,ARF223:Build: ARBLS_PIVOT Loan Status,,5,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,16/08/2024,30/08/2024,21/08/2024
EFDDH-821,7797581,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:BRS: 223 - Query grid poc -place holder,,5,kummarip,Closed,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,16/08/2024,22/08/2024,22/08/2024
EFDDH-820,7797575,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Build: 223 -DAG for CCY_CNF,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,16/08/2024,11/10/2024,20/08/2024
EFDDH-819,7797440,,,EFDDH-983,,,Story,Low,Platform: Build:Schema Change to Version V2 : Update RegDG DGCP Check Operator,,3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,16/08/2024,26/09/2024,16/08/2024
EFDDH-818,7796707,,,EFDDH-3,RegDHGCPRel29Aug,,Story,Highest,ARF223:Prod-Bugs: 223 - Prod-bug - All records in ARBLS_PIVOT are end dated,,1,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,16/08/2024,05/09/2024,05/09/2024
EFDDH-817,7795472,,,,,,Story,Low,Platform: Controls/IAM:DGCP Onboarding For Consuming Messages,,3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,,15/08/2024,23/08/2024,23/08/2024
EFDDH-816,7795467,,,EFDDH-8,,,Story,Low,Platform: Build : Setup GCP Compute for Ab Initio ,,3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,15/08/2024,16/08/2024,16/08/2024
EFDDH-815,7791440,,,EFDDH-6,,,Story,Low,ARF223 : Misc :Remove DGCP Access for Team members not in the team,,1,Balasubramanian.Thirunavukkarasu@anz.com,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,BP: EFDDH Sprint 20,BP: EFDDH Sprint 21,,,,,,,,,,14/08/2024,27/11/2024,
EFDDH-814,7791436,7781107,,,,,Sub Task,Low,ARF223:RSDS pub sub messages testing support in non prod,,,thirunab,Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,14/08/2024,20/08/2024,20/08/2024
EFDDH-813,7791515,,,EFDDH-8,,,Story,Low,Platform: Build:Remove KubeOperator from the ARF223,,5,mahajaa4,Backlog,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,,,,,,,,,,,,,14/08/2024,13/11/2024,
EFDDH-812,7791510,,,,,,Story,Low,Platform: Controls/IAM:Remove Access for Team members not in the team,,1,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,14/08/2024,21/08/2024,14/08/2024
EFDDH-811,7791408,7781314,,,,,Sub Task,Low,ARF223-Testing framework - activities place holder,,,muralib2,Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,14/08/2024,23/08/2024,23/08/2024
EFDDH-810,7790158,,,EFDDH-3,,,Story,Highest,ARF223:BRS: 223 - GearBOX -Lex system integration with RegDH GCP,,8,kummarip,Closed,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 19,,,,,,,,,,,25/09/2024,14/08/2024,11/11/2024,11/11/2024
EFDDH-809,7786982,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Framework: 223 -FLAT -profile fix- place holder ,,5,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,13/08/2024,16/08/2024,16/08/2024
EFDDH-808,7786878,,,,,,Story,Low,Post Change CHG0841376 Activities,,1,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,13/08/2024,14/08/2024,14/08/2024
EFDDH-807,7786799,,,EFDDH-3,RegDHGCPRel29Aug,,Story,Highest,ARF223:Build: SEC_DRV_PIVOT has duplicates in PROD,,5,geesalan,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,18/07/2024,13/08/2024,05/09/2024,05/09/2024
EFDDH-806,7786863,,,,,,Story,Low,TVT: Test Azure AD Application Permissions in Prodution,,1,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,13/08/2024,13/08/2024,13/08/2024
EFDDH-805,7782176,,,EFDDH-13,,,Story,Low,Platform: Controls/IAM: Create persona -AD group for consumer group to have access to specific layers and views for set of business users -place holders,,3,mahajaa4,Story Done,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,18/07/2024,12/08/2024,21/08/2024,21/08/2024
EFDDH-804,7781327,7767267,,,,,Sub Task,Low,Investigate 0 counts for CNF_T,,,xavierl,Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,12/08/2024,12/08/2024,12/08/2024
EFDDH-803,7781314,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223: Build : testing framework btw on prem vs gcp,,3,jillelam,Story Done,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,18/07/2024,12/08/2024,03/09/2024,03/09/2024
EFDDH-802,7781107,,,,,,Story,Low,ARF223: Build : RSDS Check for ARF223 Batch Run ,,3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,12/08/2024,21/08/2024,20/08/2024
EFDDH-801,7774517,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Framework: 223 - FLAT - Repo Creation,,5,dabkea,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,09/08/2024,12/08/2024,12/08/2024
EFDDH-800,7772934,7404605,,,,,Sub Task,High,ARF223:DataSourcing:Check DGCP data discrepancies,,,thirunab,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,BP: EFDDH Sprint 20,,08/08/2024,18/09/2024,18/09/2024
EFDDH-799,7772928,,,EFDDH-37,RegDHGCPRel29Aug,,Story,Low,ARF223:Sourcing: 223 - ECDM - QR PROD implementation ,,5,thirunab,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,08/08/2024,05/09/2024,05/09/2024
EFDDH-798,7772915,7731800,,,,,Sub Task,Low,"review of 753,770,761,785",,,mahajaa4,Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,08/08/2024,21/08/2024,21/08/2024
EFDDH-797,7771108,,,EFDDH-6,,,Story,Low,Misc: Onboarding and setup for Roushan, ,1,agarwr11,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,,,08/08/2024,28/08/2024,28/08/2024
EFDDH-796,7767487,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Misc: 223 -QueryGrid poc place holder,,5,muralib2,Closed,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,18/07/2024,07/08/2024,22/08/2024,22/08/2024
EFDDH-795,7767476,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Sourcing: 223 - ECDM - QR Prod deployment ,,5,thirunab,Closed,,,,,,,,,,,,,,,,,,,18/07/2024,07/08/2024,09/09/2024,09/09/2024
EFDDH-794,7767231,,,EFDDH-13,,,Story,Low,Platform: Controls/IAM:ECDM Service Account : Enable GCP Policy ,,3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,07/08/2024,21/08/2024,16/08/2024
EFDDH-793,7767370,7428805,,,PlatformFDH,,Sub Task,High,Platform: CICD: Documentation for deployment in K8s using new DNS ,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",,raja19,Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,,,,23/07/2024,07/08/2024,01/10/2024,01/10/2024
EFDDH-792,7767267,,,EFDDH-3,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Framework: 223 -CAD-PROD counts validation ,,5,xavierl,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,07/08/2024,12/08/2024,12/08/2024
EFDDH-791,7763682,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223:Build: 223 -CCY_CNF_INS views,,5,kummarip,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,18/07/2024,06/08/2024,11/10/2024,13/08/2024
EFDDH-790,7759106,,,EFDDH-37,,,Story,High,ARF223:Build: Update ARF223 Sourcing Requirements Missing Info,,1,chenc33,Story Done,BP: EFDDH Sprint 12,,,,,,,,,,,,,,,,,,,05/08/2024,07/08/2024,07/08/2024
EFDDH-789,7758761,,,EFDDH-37,,,Story,High,ARF223:Build: Update CAD Components Layers Status ,,1,chenc33,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,,,,,,,,,,,,,,,05/08/2024,07/08/2024,07/08/2024
EFDDH-788,7758322,,,EFDDH-37,EFDDH-BP-MVPREL1,,Story,Low,ARF223: BRS: 223 - Reference file CAP LOAN DOWNGrade lates file pls,,5,nagavels,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,,,,,,,,,,,,,29/07/2024,05/08/2024,06/08/2024,06/08/2024
EFDDH-787,7758170,,,EFDDH-11,,,Story,Major,Production Implementation for ARF223,Production Implementation for ARF223 must be completed,5,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,05/08/2024,12/08/2024,12/08/2024
EFDDH-786,7758167,,,,,,Story,Low,Requirement: RSDS Check for ARF223 Batch Run ,,3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,,,,,,,,,,,,,,,,,,05/08/2024,14/08/2024,14/08/2024
EFDDH-785,7757935,,,EFDDH-9,PlatformFDH,,Story,Low,Platform: Tech Docs: How To Guide For Base containers,"As an Engineer, I want IAM 2.1 RBAC solution must be Redesigned Implemented  and Documented using Codefresh as core.",3,mahajaa4,Story Done,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,,,,,,,,,,,,,30/07/2024,05/08/2024,14/10/2024,14/10/2024
